"","X","일자","종가","대비","등락률","시가","고가","저가","거래량","거래대금","상장시가총액","미국금리","한국금리","월","연도"
"2993",2993,2021-02-08,3091.24,-29.39,-0.94,3113.63,3128.54,3085.59,1277207,19312220,2647,0.25,0.5,2,2021
"2994",2994,2021-02-09,3084.67,-6.57,-0.21,3102.25,3129.66,3084.67,2145388,18389342,2642,0.25,0.5,2,2021
"2995",2995,2021-02-10,3100.58,15.91,0.52,3088.13,3111.88,3064.25,2152917,18333692,2652,0.25,0.5,2,2021
"2996",2996,2021-02-15,3147,46.42,1.5,3108.7,3156.56,3108.7,1604653,16944151,2674,0.25,0.5,2,2021
"2997",2997,2021-02-16,3163.25,16.25,0.52,3151.85,3180.94,3145.84,1944396,17171321,2681,0.25,0.5,2,2021
"2998",2998,2021-02-17,3133.73,-29.52,-0.93,3162.95,3162.95,3115.48,1784127,16846121,2665,0.25,0.5,2,2021
"2999",2999,2021-02-18,3086.66,-47.07,-1.5,3131.74,3140.4,3086.66,1860567,18141180,2643,0.25,0.5,2,2021
"3000",3000,2021-02-19,3107.62,20.96,0.68,3089.96,3109.67,3040.28,3455505,19720470,2654,0.25,0.5,2,2021
"3001",3001,2021-02-22,3079.75,-27.87,-0.9,3114.03,3142.48,3079.16,1831956,18224657,2639,0.25,0.5,2,2021
"3002",3002,2021-02-23,3070.09,-9.66,-0.31,3069.26,3094.29,3035.46,2357759,17661158,2636,0.25,0.5,2,2021
"3003",3003,2021-02-24,2994.98,-75.11,-2.45,3070.58,3092.05,2993.46,1560931,21519851,2614,0.25,0.5,2,2021
"3004",3004,2021-02-25,3099.69,104.71,3.5,3026.47,3099.8,3026.47,1280086,17213951,2650,0.25,0.5,2,2021
"3005",3005,2021-02-26,3012.95,-86.74,-2.8,3089.49,3089.49,2988.28,1361310,21504876,2617,0.25,0.5,2,2021
"3006",3006,2021-03-02,3043.87,30.92,1.03,3021.68,3096.5,3020.74,1749871,18852145,2625,0.25,0.5,3,2021
"3007",3007,2021-03-03,3082.99,39.12,1.29,3041.2,3083.04,3029.37,2236688,14714276,2640,0.25,0.5,3,2021
"3008",3008,2021-03-04,3043.49,-39.5,-1.28,3076.88,3076.88,3022.54,1278952,17149583,2624,0.25,0.5,3,2021
"3009",3009,2021-03-05,3026.26,-17.23,-0.57,3036.16,3036.98,2982.45,1187226,16767185,2621,0.25,0.5,3,2021
"3010",3010,2021-03-08,2996.11,-30.15,-1,3031.99,3055.65,2992.64,1928302,15786853,2615,0.25,0.5,3,2021
"3011",3011,2021-03-09,2976.12,-19.99,-0.67,2989.96,3000.49,2929.36,1534218,18419499,2612,0.25,0.5,3,2021
"3012",3012,2021-03-10,2958.12,-18,-0.6,2980.76,3013.95,2951.53,905647,13586638,2609,0.25,0.5,3,2021
"3013",3013,2021-03-11,3013.7,55.58,1.88,2964.3,3028.37,2964.3,1349204,16024120,2618,0.25,0.5,3,2021
"3014",3014,2021-03-12,3054.39,40.69,1.35,3030.73,3061.43,3030.73,1669085,13112979,2629,0.25,0.5,3,2021
"3015",3015,2021-03-15,3045.71,-8.68,-0.28,3057.06,3065.17,3036.14,1161784,12580944,2626,0.25,0.5,3,2021
"3016",3016,2021-03-16,3067.17,21.46,0.7,3049.23,3071.54,3049.23,1123922,12930136,2635,0.25,0.5,3,2021
"3017",3017,2021-03-17,3047.5,-19.67,-0.64,3067.76,3069.57,3027.2,814991,13933301,2627,0.25,0.5,3,2021
"3018",3018,2021-03-18,3066.01,18.51,0.61,3054.93,3090.19,3054.93,1232596,15133172,2646,0.25,0.5,3,2021
"3019",3019,2021-03-19,3039.53,-26.48,-0.86,3063.01,3063.01,3022.49,1068468,16337600,2631,0.25,0.5,3,2021
"3020",3020,2021-03-22,3035.46,-4.07,-0.13,3040.01,3048.11,3019.6,915739,13348889,2630,0.25,0.5,3,2021
"3021",3021,2021-03-23,3004.74,-30.72,-1.01,3038.25,3058.79,3003.05,1331210,16167128,2622,0.25,0.5,3,2021
"3022",3022,2021-03-24,2996.35,-8.39,-0.28,2996.32,3006.54,2971.04,978431,13400025,2620,0.25,0.5,3,2021
"3023",3023,2021-03-25,3008.33,11.98,0.4,2995.67,3024.63,2987.83,940354,13434688,2623,0.25,0.5,3,2021
"3024",3024,2021-03-26,3041.01,32.68,1.09,3012.79,3041.86,3012.79,1036383,15837825,2637,0.25,0.5,3,2021
"3025",3025,2021-03-29,3036.04,-4.97,-0.16,3047.71,3054.21,3025.39,1288846,16736098,2634,0.25,0.5,3,2021
"3026",3026,2021-03-30,3070,33.96,1.12,3038.44,3074.57,3038.44,1023075,14149217,2651,0.25,0.5,3,2021
"3027",3027,2021-03-31,3061.42,-8.58,-0.28,3073.39,3093.89,3061.4,1146989,14537438,2648,0.25,0.5,3,2021
"3028",3028,2021-04-01,3087.4,25.98,0.85,3073.77,3090.88,3069.68,922680,14035774,2658,0.25,0.5,4,2021
"3029",3029,2021-04-02,3112.8,25.4,0.82,3104.72,3121.58,3101.6,792705,13442351,2670,0.25,0.5,4,2021
"3030",3030,2021-04-05,3120.83,8.03,0.26,3121.23,3127.2,3101.86,1084792,13010540,2676,0.25,0.5,4,2021
"3031",3031,2021-04-06,3127.08,6.25,0.2,3123.8,3139.29,3110.19,1279017,13676602,2678,0.25,0.5,4,2021
"3032",3032,2021-04-07,3137.41,10.33,0.33,3129.07,3146.19,3125.33,1984774,14490177,2688,0.25,0.5,4,2021
"3033",3033,2021-04-08,3143.26,5.85,0.19,3137.25,3145.81,3122.09,1357293,17080031,2691,0.25,0.5,4,2021
"3034",3034,2021-04-09,3131.88,-11.38,-0.36,3146.51,3156.04,3125.24,1823162,15093695,2680,0.25,0.5,4,2021
"3035",3035,2021-04-12,3135.59,3.71,0.12,3134.88,3147.27,3127.91,1048783,13288261,2686,0.25,0.5,4,2021
"3036",3036,2021-04-13,3169.08,33.49,1.07,3138.21,3173.26,3136.99,1741348,16363773,2704,0.25,0.5,4,2021
"3037",3037,2021-04-14,3182.38,13.3,0.42,3169.95,3188.32,3162.12,1776265,15552014,2718,0.25,0.5,4,2021
"3038",3038,2021-04-15,3194.33,11.95,0.38,3180.73,3204.48,3178.99,1312992,17671287,2724,0.25,0.5,4,2021
"3039",3039,2021-04-16,3198.62,4.29,0.13,3194.08,3206.76,3185.67,985278,15542111,2727,0.25,0.5,4,2021
"3040",3040,2021-04-19,3198.84,0.22,0.01,3201.11,3214.45,3193.4,1060619,15378169,2728,0.25,0.5,4,2021
"3041",3041,2021-04-20,3220.7,21.86,0.68,3198.31,3220.82,3195.96,1296160,14508206,2735,0.25,0.5,4,2021
"3042",3042,2021-04-21,3171.66,-49.04,-1.52,3214.24,3214.24,3165.49,1767091,16916024,2709,0.25,0.5,4,2021
"3043",3043,2021-04-22,3177.52,5.86,0.18,3174.52,3196.97,3174.52,1752692,14862862,2714,0.25,0.5,4,2021
"3044",3044,2021-04-23,3186.1,8.58,0.27,3173.47,3188.7,3146.54,2253793,15653206,2722,0.25,0.5,4,2021
"3045",3045,2021-04-26,3217.53,31.43,0.99,3191.34,3217.53,3191.34,1298330,15753768,2734,0.25,0.5,4,2021
"3046",3046,2021-04-27,3215.42,-2.11,-0.07,3218.3,3223.05,3203.25,1534230,17177221,2733,0.25,0.5,4,2021
"3047",3047,2021-04-28,3181.47,-33.95,-1.06,3217.21,3219.69,3176.55,1412621,18379829,2717,0.25,0.5,4,2021
"3048",3048,2021-04-29,3174.07,-7.4,-0.23,3184.75,3200.41,3161.06,1222430,19126667,2711,0.25,0.5,4,2021
"3049",3049,2021-04-30,3147.86,-26.21,-0.83,3176.43,3179.43,3143.38,1359455,19207526,2698,0.25,0.5,4,2021
"3050",3050,2021-05-03,3127.2,-20.66,-0.66,3149.05,3174.26,3120.7,1041199,16975831,2679,0.25,0.5,5,2021
"3051",3051,2021-05-04,3147.37,20.17,0.64,3131.39,3147.38,3109.78,1283830,15962437,2700,0.25,0.5,5,2021
"3052",3052,2021-05-06,3178.74,31.37,1,3147.72,3178.74,3133.64,1239403,16626445,2716,0.25,0.5,5,2021
"3053",3053,2021-05-07,3197.2,18.46,0.58,3179.63,3205.11,3179.63,989680,15206303,2729,0.25,0.5,5,2021
"3054",3054,2021-05-10,3249.3,52.1,1.63,3201.46,3255.9,3201.46,1011267,17187182,2755,0.25,0.5,5,2021
"3055",3055,2021-05-11,3209.43,-39.87,-1.23,3239.92,3239.92,3192.25,1096718,21883490,2737,0.25,0.5,5,2021
"3056",3056,2021-05-12,3161.66,-47.77,-1.49,3209.36,3212.83,3138.04,1424059,22458066,2715,0.25,0.5,5,2021
"3057",3057,2021-05-13,3122.11,-39.55,-1.25,3146.97,3161.93,3103.88,1095948,21059804,2687,0.25,0.5,5,2021
"3058",3058,2021-05-14,3153.32,31.21,1,3131.35,3162.31,3131.35,836404,14493544,2706,0.25,0.5,5,2021
"3059",3059,2021-05-17,3134.52,-18.8,-0.6,3163.21,3173.01,3121.32,771306,14552524,2699,0.25,0.5,5,2021
"3060",3060,2021-05-18,3173.05,38.53,1.23,3135.38,3176.4,3135.38,786143,13898610,2721,0.25,0.5,5,2021
"3061",3061,2021-05-20,3162.28,-10.77,-0.34,3174.53,3174.53,3140.48,774252,13719657,2712,0.25,0.5,5,2021
"3062",3062,2021-05-21,3156.42,-5.86,-0.19,3171.91,3198.01,3149.46,797262,14789457,2707,0.25,0.5,5,2021
"3063",3063,2021-05-24,3144.3,-12.12,-0.38,3155.91,3163.27,3137.81,587968,11604047,2703,0.25,0.5,5,2021
"3064",3064,2021-05-25,3171.32,27.02,0.86,3152.93,3173.1,3148.3,612977,11728027,2720,0.25,0.5,5,2021
"3065",3065,2021-05-26,3168.43,-2.89,-0.09,3171.91,3183.97,3160.3,1269999,13173016,2719,0.25,0.5,5,2021
"3066",3066,2021-05-27,3165.51,-2.92,-0.09,3170.84,3173.86,3142.37,1082006,20682335,2710,0.25,0.5,5,2021
"3067",3067,2021-05-28,3188.73,23.22,0.73,3172.09,3198.66,3171.85,966368,13533299,2725,0.25,0.5,5,2021
"3068",3068,2021-05-31,3203.92,15.19,0.48,3192.06,3204.29,3179.87,1123525,14017446,2732,0.25,0.5,5,2021
"3069",3069,2021-06-01,3221.87,17.95,0.56,3207.12,3233.17,3199.18,1472571,15270804,2738,0.25,0.5,6,2021
"3070",3070,2021-06-02,3224.23,2.36,0.07,3224.4,3241.07,3216.1,1495671,17740842,2741,0.25,0.5,6,2021
"3071",3071,2021-06-03,3247.43,23.2,0.72,3224.96,3258.5,3224.96,1584799,16890462,2759,0.25,0.5,6,2021
"3072",3072,2021-06-04,3240.08,-7.35,-0.23,3246.17,3246.19,3218.67,1392320,16051031,2751,0.25,0.5,6,2021
"3073",3073,2021-06-07,3252.12,12.04,0.37,3244.59,3264.41,3233.4,1733348,19023222,2768,0.25,0.5,6,2021
"3074",3074,2021-06-08,3247.83,-4.29,-0.13,3251.83,3264.67,3242.56,1951319,19352174,2760,0.25,0.5,6,2021
"3075",3075,2021-06-09,3216.18,-31.65,-0.97,3245.08,3246.49,3216.18,1964923,17164710,2736,0.25,0.5,6,2021
"3076",3076,2021-06-10,3224.64,8.46,0.26,3216.94,3235.39,3210.31,1896766,19170540,2743,0.25,0.5,6,2021
"3077",3077,2021-06-11,3249.32,24.68,0.77,3226.98,3251.58,3226.98,1645509,17956257,2762,0.25,0.5,6,2021
"3078",3078,2021-06-14,3252.13,2.81,0.09,3249.6,3254.49,3238.51,1664527,15262485,2767,0.25,0.5,6,2021
"3079",3079,2021-06-15,3258.63,6.5,0.2,3253.17,3262.8,3247.9,1734497,14838275,2774,0.25,0.5,6,2021
"3080",3080,2021-06-16,3278.68,20.05,0.62,3259.06,3281.96,3256.68,2345811,16297981,2791,0.25,0.5,6,2021
"3081",3081,2021-06-17,3264.96,-13.72,-0.42,3276.2,3276.2,3251.32,1848671,14672133,2780,0.25,0.5,6,2021
"3082",3082,2021-06-18,3267.93,2.97,0.09,3265.68,3275.76,3262.58,1627658,17492732,2784,0.25,0.5,6,2021
"3083",3083,2021-06-21,3240.79,-27.14,-0.83,3264.18,3264.18,3225.56,1508634,17291260,2752,0.25,0.5,6,2021
"3084",3084,2021-06-22,3263.88,23.09,0.71,3245.79,3267.63,3245.79,1666697,15512033,2779,0.25,0.5,6,2021
"3085",3085,2021-06-23,3276.19,12.31,0.38,3265.73,3281.88,3263.07,1069175,17865269,2790,0.25,0.5,6,2021
"3086",3086,2021-06-24,3286.1,9.91,0.3,3281.47,3292.27,3277.85,1301271,21426510,2795,0.25,0.5,6,2021
"3087",3087,2021-06-25,3302.84,16.74,0.51,3289.18,3316.08,3289.18,1198188,18618608,2807,0.25,0.5,6,2021
"3088",3088,2021-06-28,3301.89,-0.95,-0.03,3305.46,3311.69,3291.3,1428764,13796056,2806,0.25,0.5,6,2021
"3089",3089,2021-06-29,3286.68,-15.21,-0.46,3305.26,3305.42,3276.63,1213047,15509503,2796,0.25,0.5,6,2021
"3090",3090,2021-06-30,3296.68,10,0.3,3288.63,3305.73,3288.63,1610376,15646662,2803,0.25,0.5,6,2021
"3091",3091,2021-07-01,3282.06,-14.62,-0.44,3297.92,3300.12,3278.1,1159231,16075975,2794,0.25,0.5,7,2021
"3092",3092,2021-07-02,3281.78,-0.28,-0.01,3282.81,3295.68,3278.19,1019998,15437887,2792,0.25,0.5,7,2021
"3093",3093,2021-07-05,3293.21,11.43,0.35,3285.29,3298.93,3285.29,850406,14529926,2800,0.25,0.5,7,2021
"3094",3094,2021-07-06,3305.21,12,0.36,3295.44,3313.51,3295.44,1029465,14686383,2809,0.25,0.5,7,2021
"3095",3095,2021-07-07,3285.34,-19.87,-0.6,3303.59,3303.59,3277.66,1147641,14507060,2797,0.25,0.5,7,2021
"3096",3096,2021-07-08,3252.68,-32.66,-0.99,3287.68,3295.71,3252.41,1516034,16870624,2772,0.25,0.5,7,2021
"3097",3097,2021-07-09,3217.95,-34.73,-1.07,3245.52,3245.52,3188.8,1308365,16473106,2740,0.25,0.5,7,2021
"3098",3098,2021-07-12,3246.47,28.52,0.89,3227.51,3251.45,3227.51,1135043,11280079,2763,0.25,0.5,7,2021
"3099",3099,2021-07-13,3271.38,24.91,0.77,3253.24,3273.9,3253.24,1150101,13494446,2789,0.25,0.5,7,2021
"3100",3100,2021-07-14,3264.81,-6.57,-0.2,3270.09,3270.09,3250.45,908954,12993101,2785,0.25,0.5,7,2021
"3101",3101,2021-07-15,3286.22,21.41,0.66,3269.33,3286.58,3263.09,1172431,13683901,2798,0.25,0.5,7,2021
"3102",3102,2021-07-16,3276.91,-9.31,-0.28,3282.89,3282.89,3259.32,1066507,14781319,2799,0.25,0.5,7,2021
"3103",3103,2021-07-19,3244.04,-32.87,-1,3258.87,3258.87,3236.39,1095559,12855281,2778,0.25,0.5,7,2021
"3104",3104,2021-07-20,3232.7,-11.34,-0.35,3223.24,3234.8,3214.42,979670,15292372,2766,0.25,0.5,7,2021
"3105",3105,2021-07-21,3215.91,-16.79,-0.52,3251.13,3252.25,3215.91,990327,14864748,2747,0.25,0.5,7,2021
"3106",3106,2021-07-22,3250.21,34.3,1.07,3235.17,3253.75,3235.17,712983,13039250,2786,0.25,0.5,7,2021
"3107",3107,2021-07-23,3254.42,4.21,0.13,3253.44,3264.01,3246.09,805048,13209383,2787,0.25,0.5,7,2021
"3108",3108,2021-07-26,3224.95,-29.47,-0.91,3265.99,3265.99,3224.95,826067,12212491,2757,0.25,0.5,7,2021
"3109",3109,2021-07-27,3232.53,7.58,0.24,3244.43,3252.85,3230.75,991939,12348469,2765,0.25,0.5,7,2021
"3110",3110,2021-07-28,3236.86,4.33,0.13,3226.06,3243.21,3210.9,868603,11979297,2770,0.25,0.5,7,2021
"3111",3111,2021-07-29,3242.65,5.79,0.18,3248.49,3252.26,3232.5,694823,10491307,2777,0.25,0.5,7,2021
"3112",3112,2021-07-30,3202.32,-40.33,-1.24,3234.37,3234.66,3202.32,687861,12808243,2739,0.25,0.5,7,2021
"3113",3113,2021-08-02,3223.04,20.72,0.65,3218.42,3223.04,3194,561003,10237986,2756,0.25,0.5,8,2021
"3114",3114,2021-08-03,3237.14,14.1,0.44,3221.57,3237.14,3213.2,653513,12491381,2773,0.25,0.5,8,2021
"3115",3115,2021-08-04,3280.38,43.24,1.34,3246.65,3283.14,3237.55,632242,12357120,2804,0.25,0.5,8,2021
"3116",3116,2021-08-05,3276.13,-4.25,-0.13,3283.25,3296.17,3273.33,680941,11877709,2801,0.25,0.5,8,2021
"3117",3117,2021-08-06,3270.36,-5.77,-0.18,3277.06,3288.17,3261.93,941361,15455404,2815,0.25,0.5,8,2021
"3118",3118,2021-08-09,3260.42,-9.94,-0.3,3258.1,3275.15,3251.74,707654,15732538,2814,0.25,0.5,8,2021
"3119",3119,2021-08-10,3243.19,-17.23,-0.53,3272.44,3272.44,3232.46,730349,21657925,2816,0.25,0.5,8,2021
"3120",3120,2021-08-11,3220.62,-22.57,-0.7,3235.36,3250.21,3217.65,618093,19193401,2813,0.25,0.5,8,2021
"3121",3121,2021-08-12,3208.38,-12.24,-0.38,3213.58,3229.59,3202.11,643283,20403906,2808,0.25,0.5,8,2021
"3122",3122,2021-08-13,3171.29,-37.09,-1.16,3205.75,3209.72,3146.76,696468,20201969,2783,0.25,0.5,8,2021
"3123",3123,2021-08-17,3143.09,-28.2,-0.89,3169.74,3179.49,3134.48,690842,22241588,2750,0.25,0.5,8,2021
"3124",3124,2021-08-18,3158.93,15.84,0.5,3141.98,3175.88,3124.56,622792,16752627,2771,0.25,0.5,8,2021
"3125",3125,2021-08-19,3097.83,-61.1,-1.93,3140.01,3158,3097.83,655629,17170844,2731,0.25,0.5,8,2021
"3126",3126,2021-08-20,3060.51,-37.32,-1.2,3111.1,3122.09,3049.03,672088,16450580,2705,0.25,0.5,8,2021
"3127",3127,2021-08-23,3090.21,29.7,0.97,3086.81,3111.81,3064.65,570980,13424033,2726,0.25,0.5,8,2021
"3128",3128,2021-08-24,3138.3,48.09,1.56,3119.7,3142.58,3115.23,586535,14946074,2753,0.25,0.5,8,2021
"3129",3129,2021-08-25,3146.81,8.51,0.27,3148.13,3161,3124.25,624688,13365596,2761,0.25,0.5,8,2021
"3130",3130,2021-08-26,3128.53,-18.28,-0.58,3151.3,3159.37,3121.04,727719,13335288,2745,0.25,0.75,8,2021
"3131",3131,2021-08-27,3133.9,5.37,0.17,3116.29,3143.01,3106.97,520669,11039934,2746,0.25,0.75,8,2021
"3132",3132,2021-08-30,3144.19,10.29,0.33,3160.87,3164.87,3132.77,602858,11758710,2758,0.25,0.75,8,2021
"3133",3133,2021-08-31,3199.27,55.08,1.75,3144.49,3199.89,3130.3,661221,15863630,2805,0.25,0.75,8,2021
"3134",3134,2021-09-01,3207.02,7.75,0.24,3195.67,3215.13,3185.8,746705,13537908,2811,0.25,0.75,9,2021
"3135",3135,2021-09-02,3175.85,-31.17,-0.97,3198.03,3204.01,3171.78,757860,15378375,2793,0.25,0.75,9,2021
"3136",3136,2021-09-03,3201.06,25.21,0.79,3189.71,3203.08,3181.64,641510,13110992,2810,0.25,0.75,9,2021
"3137",3137,2021-09-06,3203.33,2.27,0.07,3196.3,3206.25,3186.79,726190,12313477,2812,0.25,0.75,9,2021
"3138",3138,2021-09-07,3187.42,-15.91,-0.5,3200.07,3201.76,3176.81,760160,11943337,2802,0.25,0.75,9,2021
"3139",3139,2021-09-08,3162.99,-24.43,-0.77,3178.74,3187.55,3157.07,859889,17302711,2788,0.25,0.75,9,2021
"3140",3140,2021-09-09,3114.7,-48.29,-1.53,3146.64,3158.6,3111.49,927369,17787105,2744,0.25,0.75,9,2021
"3141",3141,2021-09-10,3125.76,11.06,0.36,3121.09,3131.54,3103.38,723085,13566490,2748,0.25,0.75,9,2021
"3142",3142,2021-09-13,3127.86,2.1,0.07,3117.35,3139.13,3109.01,732270,13505433,2749,0.25,0.75,9,2021
"3143",3143,2021-09-14,3148.83,20.97,0.67,3137.32,3164.31,3137.32,713227,15787292,2776,0.25,0.75,9,2021
"3144",3144,2021-09-15,3153.4,4.57,0.15,3147.21,3164.01,3138.8,616557,12162694,2781,0.25,0.75,9,2021
"3145",3145,2021-09-16,3130.09,-23.31,-0.74,3165.38,3167.68,3126.65,612873,12259518,2754,0.25,0.75,9,2021
"3146",3146,2021-09-17,3140.51,10.42,0.33,3127.75,3142.13,3112.51,589244,14937658,2782,0.25,0.75,9,2021
"3147",3147,2021-09-23,3127.58,-12.93,-0.41,3123.64,3131.63,3107.98,623841,14009138,2769,0.25,0.75,9,2021
"3148",3148,2021-09-24,3125.24,-2.34,-0.07,3140.73,3146.86,3119.4,753222,12558236,2764,0.25,0.75,9,2021
"3149",3149,2021-09-27,3133.64,8.4,0.27,3121.7,3146.35,3119.26,883229,12266967,2775,0.25,0.75,9,2021
"3150",3150,2021-09-28,3097.92,-35.72,-1.14,3133.4,3134.46,3095.72,894913,14658731,2742,0.25,0.75,9,2021
"3151",3151,2021-09-29,3060.27,-37.65,-1.22,3055.5,3069.04,3030.6,821558,15137008,2723,0.25,0.75,9,2021
"3152",3152,2021-09-30,3068.82,8.55,0.28,3054.87,3079.43,3046.43,885819,14942854,2730,0.25,0.75,9,2021
"3153",3153,2021-10-01,3019.18,-49.64,-1.62,3056.21,3062.6,3015.01,855482,12944006,2697,0.25,0.75,10,2021
"3154",3154,2021-10-05,2962.17,-57.01,-1.89,2998.17,2998.17,2940.59,840557,15315537,2660,0.25,0.75,10,2021
"3155",3155,2021-10-06,2908.31,-53.86,-1.82,2986.06,2993.47,2908.3,901722,15668592,2632,0.25,0.75,10,2021
"3156",3156,2021-10-07,2959.46,51.15,1.76,2936.87,2961.53,2927.6,595382,11906737,2657,0.25,0.75,10,2021
"3157",3157,2021-10-08,2956.3,-3.16,-0.11,2977.82,2978.08,2949.01,668947,12634091,2656,0.25,0.75,10,2021
"3158",3158,2021-10-12,2916.38,-39.92,-1.35,2950.22,2950.94,2901.51,660181,12767650,2638,0.25,0.75,10,2021
"3159",3159,2021-10-13,2944.41,28.03,0.96,2913.34,2953.33,2909.47,752132,12294514,2653,0.25,0.75,10,2021
"3160",3160,2021-10-14,2988.64,44.23,1.5,2968.87,2988.97,2962.33,617170,12064564,2675,0.25,0.75,10,2021
"3161",3161,2021-10-15,3015.06,26.42,0.88,3012.62,3021.9,2999.33,857798,12540973,2694,0.25,0.75,10,2021
"3162",3162,2021-10-18,3006.68,-8.38,-0.28,3017.48,3021.17,2990.44,926369,10649949,2685,0.25,0.75,10,2021
"3163",3163,2021-10-19,3029.04,22.36,0.74,3022.23,3034.53,3014.19,845704,10112026,2702,0.25,0.75,10,2021
"3164",3164,2021-10-20,3013.13,-15.91,-0.53,3043.13,3047.24,3012.97,680327,11178213,2692,0.25,0.75,10,2021
"3165",3165,2021-10-21,3007.33,-5.8,-0.19,3012.28,3025.88,3002.74,887370,10572398,2684,0.25,0.75,10,2021
"3166",3166,2021-10-22,3006.16,-1.17,-0.04,3005.36,3018.7,2996.26,695273,9047263,2682,0.25,0.75,10,2021
"3167",3167,2021-10-25,3020.54,14.38,0.48,3001.1,3025.27,2983.29,791796,10489294,2695,0.25,0.75,10,2021
"3168",3168,2021-10-26,3049.08,28.54,0.94,3039.82,3051.65,3030.53,564560,9512682,2713,0.25,0.75,10,2021
"3169",3169,2021-10-27,3025.49,-23.59,-0.77,3045.83,3049.02,3019,607875,10220673,2701,0.25,0.75,10,2021
"3170",3170,2021-10-28,3009.55,-15.94,-0.53,3023.17,3034.42,3009.55,617257,12367618,2689,0.25,0.75,10,2021
"3171",3171,2021-10-29,2970.68,-38.87,-1.29,3025.67,3030.17,2965.4,545834,11035682,2664,0.25,0.75,10,2021
"3172",3172,2021-11-01,2978.94,8.26,0.28,2984.18,2991.81,2976.87,475382,9410799,2668,0.25,0.75,11,2021
"3173",3173,2021-11-02,3013.49,34.55,1.16,2995.58,3034.3,2995.58,525853,9662968,2693,0.25,0.75,11,2021
"3174",3174,2021-11-03,2975.71,-37.78,-1.25,3020.36,3020.87,2969.01,658648,12438268,2690,0.25,0.75,11,2021
"3175",3175,2021-11-04,2983.22,7.51,0.25,3000.92,3011.56,2978.07,772024,14658520,2696,0.25,0.75,11,2021
"3176",3176,2021-11-05,2969.27,-13.95,-0.47,3003.53,3003.53,2953.96,688028,12669723,2683,0.25,0.75,11,2021
"3177",1,2007-01-02,1435.26,0.8,0.06,1438.89,1439.71,1430.06,147739,2037041,705331659,5.25,4.5,1,2007
"3178",2,2007-01-03,1409.35,-25.91,-1.81,1436.42,1437.79,1409.31,203208,2611604,692674665,5.25,4.5,1,2007
"3179",3,2007-01-04,1397.29,-12.06,-0.86,1410.55,1411.12,1388.5,241172,2967081,686777867,5.25,4.5,1,2007
"3180",4,2007-01-05,1385.76,-11.53,-0.83,1398.6,1400.59,1372.36,277292,3394972,681185457,5.25,4.5,1,2007
"3181",5,2007-01-08,1370.81,-14.95,-1.08,1376.76,1384.65,1366.48,177592,2555241,673840181,5.25,4.5,1,2007
"3182",6,2007-01-09,1374.34,3.53,0.26,1376.71,1381.99,1367.74,216844,2473171,675406045,5.25,4.5,1,2007
"3183",7,2007-01-10,1355.79,-18.55,-1.35,1372.52,1372.52,1345.08,225462,2912102,665963580,5.25,4.5,1,2007
"3184",8,2007-01-11,1365.31,9.52,0.7,1357.57,1375.31,1355.63,211751,2689447,670446730,5.25,4.5,1,2007
"3185",9,2007-01-12,1388.37,23.06,1.69,1379,1389,1372.87,213766,3185029,682183247,5.25,4.5,1,2007
"3186",10,2007-01-15,1390.96,2.59,0.19,1396.87,1397.64,1385.81,163885,2462801,683598165,5.25,4.5,1,2007
"3187",11,2007-01-16,1389.71,-1.25,-0.09,1392,1393.42,1385.2,171336,2188877,682987635,5.25,4.5,1,2007
"3188",12,2007-01-17,1379.48,-10.23,-0.74,1391.75,1391.75,1369.08,205373,2674358,678010049,5.25,4.5,1,2007
"3189",13,2007-01-18,1383.21,3.73,0.27,1378.37,1385.22,1372.93,181232,2599655,679606357,5.25,4.5,1,2007
"3190",14,2007-01-19,1360.56,-22.65,-1.64,1369.09,1372.63,1356.22,222672,3008845,668556302,5.25,4.5,1,2007
"3191",15,2007-01-22,1363.41,2.85,0.21,1363.84,1364.67,1348.46,190990,2476833,670112630,5.25,4.5,1,2007
"3192",16,2007-01-23,1363.09,-0.32,-0.02,1353.06,1367.03,1352.5,184015,2417230,670109016,5.25,4.5,1,2007
"3193",17,2007-01-24,1383.06,19.97,1.47,1369.96,1383.75,1369.02,197926,2704447,679913198,5.25,4.5,1,2007
"3194",18,2007-01-25,1382.36,-0.7,-0.05,1392.55,1392.55,1379.66,157049,2187782,679698846,5.25,4.5,1,2007
"3195",19,2007-01-26,1371.33,-11.03,-0.8,1372.36,1378.48,1366.1,160883,2467215,674188867,5.25,4.5,1,2007
"3196",20,2007-01-29,1363.1,-8.23,-0.6,1376.48,1378.28,1361.23,136329,2253639,670015414,5.25,4.5,1,2007
"3197",21,2007-01-30,1370.72,7.62,0.56,1365,1371.59,1360.42,161253,2269271,673564065,5.25,4.5,1,2007
"3198",22,2007-01-31,1360.23,-10.49,-0.77,1374.76,1374.76,1357.87,192327,2278384,668640362,5.25,4.5,1,2007
"3199",23,2007-02-01,1382.9,22.67,1.67,1367.07,1382.9,1362.04,168201,2860276,679625076,5.25,4.5,2,2007
"3200",24,2007-02-02,1413.14,30.24,2.19,1386.78,1413.34,1386.06,219152,4169084,694714777,5.25,4.5,2,2007
"3201",25,2007-02-05,1417.95,4.81,0.34,1413.77,1420.42,1409.71,181595,3108424,696717738,5.25,4.5,2,2007
"3202",26,2007-02-06,1428.58,10.63,0.75,1416.65,1428.91,1414.58,188882,2954601,701659781,5.25,4.5,2,2007
