"","X","일자","종가","대비","등락률","시가","고가","저가","거래량","거래대금","상장시가총액","미국금리","한국금리","월","연도"
"1050",1050,2013-03-14,2002.13,2.4,0.12,2000.07,2002.13,1978.57,330921,4164053,691,0.25,2.75,3,2013
"1051",1051,2013-03-15,1986.5,-15.63,-0.78,2009.71,2009.71,1985.91,307400,5289392,595,0.25,2.75,3,2013
"1052",1052,2013-03-18,1968.18,-18.32,-0.92,1974.71,1982.92,1968.18,304266,3962518,506,0.25,2.75,3,2013
"1053",1053,2013-03-19,1978.56,10.38,0.53,1978.41,1989.46,1973.23,326790,3719502,550,0.25,2.75,3,2013
"1054",1054,2013-03-20,1959.41,-19.15,-0.97,1969.19,1978.17,1959.4,332896,3827538,484,0.25,2.75,3,2013
"1055",1055,2013-03-21,1950.82,-8.59,-0.44,1969.3,1973.26,1950.82,262865,3592258,455,0.25,2.75,3,2013
"1056",1056,2013-03-22,1948.71,-2.11,-0.11,1949.03,1956.33,1946.05,259617,3380255,449,0.25,2.75,3,2013
"1057",1057,2013-03-25,1977.67,28.96,1.49,1968.85,1981.75,1968.14,276300,3464867,547,0.25,2.75,3,2013
"1058",1058,2013-03-26,1983.7,6.03,0.3,1976.81,1990.23,1975.6,298849,4009408,583,0.25,2.75,3,2013
"1059",1059,2013-03-27,1993.44,9.74,0.49,1991.91,1996.56,1973.72,362612,3904751,637,0.25,2.75,3,2013
"1060",1060,2013-03-28,1993.52,0.08,0,1989.7,1995.31,1985.45,367681,3474997,638,0.25,2.75,3,2013
"1061",1061,2013-03-29,2004.89,11.37,0.57,2007.12,2013.21,2003.96,341600,3482485,712,0.25,2.75,3,2013
"1062",1062,2013-04-01,1995.99,-8.9,-0.44,2009.94,2010.15,1994.54,269152,2623899,656,0.25,2.75,4,2013
"1063",1063,2013-04-02,1986.15,-9.84,-0.49,1996.81,2001.78,1973.27,496115,4489984,604,0.25,2.75,4,2013
"1064",1064,2013-04-03,1983.22,-2.93,-0.15,1990.71,1992.4,1972.02,396383,4345089,580,0.25,2.75,4,2013
"1065",1065,2013-04-04,1959.45,-23.77,-1.2,1963.39,1965.19,1938.89,415397,4710366,487,0.25,2.75,4,2013
"1066",1066,2013-04-05,1927.23,-32.22,-1.64,1948.33,1952.1,1916.77,372650,4924576,379,0.25,2.75,4,2013
"1067",1067,2013-04-08,1918.69,-8.54,-0.44,1927.04,1933.95,1918.69,313346,3996922,352,0.25,2.75,4,2013
"1068",1068,2013-04-09,1920.74,2.05,0.11,1918.13,1934.74,1901.96,356633,3887652,358,0.25,2.75,4,2013
"1069",1069,2013-04-10,1935.58,14.84,0.77,1933.73,1939.19,1923.43,320151,4234863,417,0.25,2.75,4,2013
"1070",1070,2013-04-11,1949.8,14.22,0.73,1944.53,1949.8,1926.54,386578,4794566,461,0.25,2.75,4,2013
"1071",1071,2013-04-12,1924.23,-25.57,-1.31,1954.22,1956.21,1919.9,407384,5009019,373,0.25,2.75,4,2013
"1072",1072,2013-04-15,1920.45,-3.78,-0.2,1916.06,1927.72,1907.35,332949,4295489,359,0.25,2.75,4,2013
"1073",1073,2013-04-16,1922.21,1.76,0.09,1900.18,1926.65,1896.69,393055,5468460,365,0.25,2.75,4,2013
"1074",1074,2013-04-17,1923.84,1.63,0.08,1934.61,1934.82,1910.78,415255,5357147,371,0.25,2.75,4,2013
"1075",1075,2013-04-18,1900.06,-23.78,-1.24,1916.55,1919.53,1900.05,343475,4283588,315,0.25,2.75,4,2013
"1076",1076,2013-04-19,1906.75,6.69,0.35,1899.35,1910.24,1888.3,331261,4506379,331,0.25,2.75,4,2013
"1077",1077,2013-04-22,1926.31,19.56,1.03,1903.97,1926.31,1901.98,258760,3708314,382,0.25,2.75,4,2013
"1078",1078,2013-04-23,1918.63,-7.68,-0.4,1924.43,1924.79,1908.77,260475,3530275,356,0.25,2.75,4,2013
"1079",1079,2013-04-24,1935.31,16.68,0.87,1931.06,1939.35,1921.03,341103,4432548,420,0.25,2.75,4,2013
"1080",1080,2013-04-25,1951.6,16.29,0.84,1937.88,1951.66,1935.81,334964,4598111,469,0.25,2.75,4,2013
"1081",1081,2013-04-26,1944.56,-7.04,-0.36,1949.92,1951.86,1942.37,280159,4068279,428,0.25,2.75,4,2013
"1082",1082,2013-04-29,1940.7,-3.86,-0.2,1948.87,1948.97,1934.68,266047,3648041,423,0.25,2.75,4,2013
"1083",1083,2013-04-30,1963.95,23.25,1.2,1947.07,1967.06,1946.99,403076,4974715,497,0.25,2.75,4,2013
"1084",1084,2013-05-02,1957.21,-6.74,-0.34,1961.67,1966.68,1954.28,349694,4181073,476,0.25,2.75,5,2013
"1085",1085,2013-05-03,1965.71,8.5,0.43,1967.88,1968.04,1953.4,312534,4226194,503,0.25,2.75,5,2013
"1086",1086,2013-05-06,1961.48,-4.23,-0.22,1977.44,1983.64,1960.14,294946,3940973,495,0.25,2.75,5,2013
"1087",1087,2013-05-07,1954.35,-7.13,-0.36,1962.28,1962.87,1951.27,299865,3652250,468,0.25,2.75,5,2013
"1088",1088,2013-05-08,1956.45,2.1,0.11,1961.73,1964.08,1952.38,337936,4150810,474,0.25,2.75,5,2013
"1089",1089,2013-05-09,1979.45,23,1.18,1963.61,1982.32,1961.5,332552,5053128,560,0.25,2.5,5,2013
"1090",1090,2013-05-10,1944.75,-34.7,-1.75,1975.48,1975.48,1944.75,283839,4269864,441,0.25,2.5,5,2013
"1091",1091,2013-05-13,1948.7,3.95,0.2,1936.86,1948.7,1935.57,251572,3123214,454,0.25,2.5,5,2013
"1092",1092,2013-05-14,1968.83,20.13,1.03,1954.39,1972.5,1954.13,328476,4142333,522,0.25,2.5,5,2013
"1093",1093,2013-05-15,1971.26,2.43,0.12,1971.96,1972.44,1963.52,246959,3802990,532,0.25,2.5,5,2013
"1094",1094,2013-05-16,1986.81,15.55,0.79,1980.03,1991.98,1980.03,322202,4877407,627,0.25,2.5,5,2013
"1095",1095,2013-05-20,1982.43,-4.38,-0.22,1990.36,1991.27,1982.43,274387,4416784,619,0.25,2.5,5,2013
"1096",1096,2013-05-21,1981.09,-1.34,-0.07,1994.02,1995.1,1976.17,245783,3788271,618,0.25,2.5,5,2013
"1097",1097,2013-05-22,1993.83,12.74,0.64,1991.76,1998.7,1987.23,326447,4533886,692,0.25,2.5,5,2013
"1098",1098,2013-05-23,1969.19,-24.64,-1.24,1985.91,1991.35,1969.19,342936,4646225,541,0.25,2.5,5,2013
"1099",1099,2013-05-24,1973.45,4.26,0.22,1979.35,1979.93,1961.59,273552,3715204,564,0.25,2.5,5,2013
"1100",1100,2013-05-27,1979.97,6.52,0.33,1974.59,1984.13,1971.53,256076,2983328,610,0.25,2.5,5,2013
"1101",1101,2013-05-28,1986.22,6.25,0.32,1983.58,1991.2,1978.89,311410,3904894,639,0.25,2.5,5,2013
"1102",1102,2013-05-29,2001.2,14.98,0.75,1993.69,2009.43,1992.68,362633,4753537,724,0.25,2.5,5,2013
"1103",1103,2013-05-30,2000.1,-1.1,-0.05,1999.83,2008.23,1997.84,435687,5113490,726,0.25,2.5,5,2013
"1104",1104,2013-05-31,2001.05,0.95,0.05,2009.25,2013.29,2000.82,397506,5363927,729,0.25,2.5,5,2013
"1105",1105,2013-06-03,1989.57,-11.48,-0.57,1993.11,2000.56,1989.51,333504,3677704,670,0.25,2.5,6,2013
"1106",1106,2013-06-04,1989.51,-0.06,0,1998.38,1999.73,1979.42,334900,3984004,659,0.25,2.5,6,2013
"1107",1107,2013-06-05,1959.19,-30.32,-1.52,1988.94,1989.29,1959.19,340501,4541747,505,0.25,2.5,6,2013
"1108",1108,2013-06-07,1923.85,-35.34,-1.8,1953.83,1954.82,1923.84,341120,5503416,381,0.25,2.5,6,2013
"1109",1109,2013-06-10,1932.7,8.85,0.46,1927.19,1934.92,1923.59,271732,3767751,418,0.25,2.5,6,2013
"1110",1110,2013-06-11,1920.68,-12.02,-0.62,1933.1,1933.34,1910.05,288160,4438074,367,0.25,2.5,6,2013
"1111",1111,2013-06-12,1909.91,-10.77,-0.56,1913.6,1921.54,1907.29,253382,3435834,339,0.25,2.5,6,2013
"1112",1112,2013-06-13,1882.73,-27.18,-1.42,1905.1,1911.04,1881.24,306431,5090299,278,0.25,2.5,6,2013
"1113",1113,2013-06-14,1889.24,6.51,0.35,1895.77,1896.6,1881.5,279281,3531111,293,0.25,2.5,6,2013
"1114",1114,2013-06-17,1883.1,-6.14,-0.32,1889.45,1897.7,1878.4,264449,3269889,279,0.25,2.5,6,2013
"1115",1115,2013-06-18,1900.62,17.52,0.93,1887.72,1900.63,1872.7,278590,3431625,323,0.25,2.5,6,2013
"1116",1116,2013-06-19,1888.31,-12.31,-0.65,1899.5,1899.5,1883.41,279751,3320371,290,0.25,2.5,6,2013
"1117",1117,2013-06-20,1850.49,-37.82,-2,1864.37,1873.18,1844.41,355762,4403154,203,0.25,2.5,6,2013
"1118",1118,2013-06-21,1822.83,-27.66,-1.49,1806.4,1823.99,1806.02,290459,5016380,149,0.25,2.5,6,2013
"1119",1119,2013-06-24,1799.01,-23.82,-1.31,1821.22,1821.22,1798.98,220937,3170128,97,0.25,2.5,6,2013
"1120",1120,2013-06-25,1780.63,-18.38,-1.02,1790.33,1807.62,1770.53,332240,4462928,65,0.25,2.5,6,2013
"1121",1121,2013-06-26,1783.45,2.82,0.16,1799.74,1799.74,1772.49,296936,4291538,71,0.25,2.5,6,2013
"1122",1122,2013-06-27,1834.7,51.25,2.87,1809.55,1839.52,1809.4,286261,4189195,183,0.25,2.5,6,2013
"1123",1123,2013-06-28,1863.32,28.62,1.56,1844.6,1864.09,1844.6,251086,4464976,236,0.25,2.5,6,2013
"1124",1124,2013-07-01,1855.73,-7.59,-0.41,1851.57,1866.63,1850.03,220875,3037859,220,0.25,2.5,7,2013
"1125",1125,2013-07-02,1855.02,-0.71,-0.04,1861.26,1867.18,1850.29,483157,3895815,216,0.25,2.5,7,2013
"1126",1126,2013-07-03,1824.66,-30.36,-1.64,1854.29,1860.46,1823.1,405797,3773792,154,0.25,2.5,7,2013
"1127",1127,2013-07-04,1839.14,14.48,0.79,1830.49,1840.38,1825.62,313016,3157936,188,0.25,2.5,7,2013
"1128",1128,2013-07-05,1833.31,-5.83,-0.32,1848.97,1857.39,1828.75,285636,3778605,179,0.25,2.5,7,2013
"1129",1129,2013-07-08,1816.85,-16.46,-0.9,1830.81,1840.57,1809.72,303581,3586498,135,0.25,2.5,7,2013
"1130",1130,2013-07-09,1830.35,13.5,0.74,1828.63,1831.35,1815.03,257901,3169263,169,0.25,2.5,7,2013
"1131",1131,2013-07-10,1824.16,-6.19,-0.34,1835.94,1836.91,1818.94,267902,3284077,153,0.25,2.5,7,2013
"1132",1132,2013-07-11,1877.6,53.44,2.93,1840.34,1877.6,1840.34,331466,3999957,266,0.25,2.5,7,2013
"1133",1133,2013-07-12,1869.98,-7.62,-0.41,1873.66,1873.66,1863.4,265986,3490852,246,0.25,2.5,7,2013
"1134",1134,2013-07-15,1875.16,5.18,0.28,1870.26,1877.46,1847.82,330028,3187406,263,0.25,2.5,7,2013
"1135",1135,2013-07-16,1866.36,-8.8,-0.47,1875.53,1875.68,1860.37,303330,2998516,241,0.25,2.5,7,2013
"1136",1136,2013-07-17,1887.49,21.13,1.13,1871.29,1894.7,1856.55,382917,4022467,294,0.25,2.5,7,2013
"1137",1137,2013-07-18,1875.48,-12.01,-0.64,1883.07,1885.01,1870.78,380292,3520563,271,0.25,2.5,7,2013
"1138",1138,2013-07-19,1871.41,-4.07,-0.22,1880.44,1881.4,1861.43,319620,3633387,260,0.25,2.5,7,2013
"1139",1139,2013-07-22,1880.35,8.94,0.48,1880.81,1894.41,1873.17,356944,3651968,282,0.25,2.5,7,2013
"1140",1140,2013-07-23,1904.15,23.8,1.27,1890.55,1904.15,1885.57,352402,4347626,336,0.25,2.5,7,2013
"1141",1141,2013-07-24,1912.08,7.93,0.42,1904.07,1914.41,1901.15,322150,3546452,355,0.25,2.5,7,2013
"1142",1142,2013-07-25,1909.61,-2.47,-0.13,1906.57,1913.91,1904.44,311997,3901940,347,0.25,2.5,7,2013
"1143",1143,2013-07-26,1910.81,1.2,0.06,1912.05,1915.97,1902.47,320158,3865050,350,0.25,2.5,7,2013
"1144",1144,2013-07-29,1899.89,-10.92,-0.57,1908.66,1912.57,1899.02,337586,4251052,327,0.25,2.5,7,2013
"1145",1145,2013-07-30,1917.05,17.16,0.9,1901.88,1917.11,1900.54,366881,3597795,370,0.25,2.5,7,2013
"1146",1146,2013-07-31,1914.03,-3.02,-0.16,1915.47,1920.6,1910.82,384142,4082140,364,0.25,2.5,7,2013
"1147",1147,2013-08-01,1920.74,6.71,0.35,1916.56,1925.32,1906.74,336061,3637309,389,0.25,2.5,8,2013
"1148",1148,2013-08-02,1923.38,2.64,0.14,1936.26,1939.28,1920.98,298152,4040964,403,0.25,2.5,8,2013
"1149",1149,2013-08-05,1916.22,-7.16,-0.37,1920.83,1925.6,1915.69,233985,2761888,372,0.25,2.5,8,2013
"1150",1150,2013-08-06,1906.62,-9.6,-0.5,1914.06,1914.06,1895.87,294649,3495318,344,0.25,2.5,8,2013
"1151",1151,2013-08-07,1878.33,-28.29,-1.48,1892.47,1895.5,1878.33,312431,3564849,280,0.25,2.5,8,2013
"1152",1152,2013-08-08,1883.97,5.64,0.3,1884.58,1896.07,1879.13,338168,3685849,292,0.25,2.5,8,2013
"1153",1153,2013-08-09,1880.71,-3.26,-0.17,1884.57,1888.79,1876.07,283475,3540885,285,0.25,2.5,8,2013
"1154",1154,2013-08-12,1884.83,4.12,0.22,1878.5,1894.42,1878.33,297512,3100505,297,0.25,2.5,8,2013
"1155",1155,2013-08-13,1913.03,28.2,1.5,1893.42,1913.03,1890.78,362604,4108405,366,0.25,2.5,8,2013
"1156",1156,2013-08-14,1923.91,10.88,0.57,1912.59,1925.1,1908.92,363325,4112711,413,0.25,2.5,8,2013
"1157",1157,2013-08-16,1920.11,-3.8,-0.2,1903.72,1927.59,1901.7,348502,3772941,404,0.25,2.5,8,2013
"1158",1158,2013-08-19,1917.64,-2.47,-0.13,1917.32,1918.71,1909.8,302123,3345600,392,0.25,2.5,8,2013
"1159",1159,2013-08-20,1887.85,-29.79,-1.55,1910.3,1923.42,1885.93,350351,4262101,312,0.25,2.5,8,2013
"1160",1160,2013-08-21,1867.46,-20.39,-1.08,1891.01,1894.74,1863.6,411236,4311941,261,0.25,2.5,8,2013
"1161",1161,2013-08-22,1849.12,-18.34,-0.98,1847.94,1858.5,1838.52,425947,4284094,218,0.25,2.5,8,2013
"1162",1162,2013-08-23,1870.16,21.04,1.14,1861.58,1876.14,1854.67,374963,3901636,265,0.25,2.5,8,2013
"1163",1163,2013-08-26,1887.86,17.7,0.95,1876.59,1890.38,1876.59,316295,3304216,311,0.25,2.5,8,2013
"1164",1164,2013-08-27,1885.84,-2.02,-0.11,1883.71,1896.63,1881.44,409263,3771554,309,0.25,2.5,8,2013
"1165",1165,2013-08-28,1884.52,-1.32,-0.07,1862.51,1885.35,1861.56,378294,3441946,307,0.25,2.5,8,2013
"1166",1166,2013-08-29,1907.54,23.02,1.22,1892.03,1914.9,1891.59,301696,4794557,376,0.25,2.5,8,2013
"1167",1167,2013-08-30,1926.36,18.82,0.99,1918.91,1926.37,1910.37,300931,5106302,445,0.25,2.5,8,2013
"1168",1168,2013-09-02,1924.81,-1.55,-0.08,1925.32,1932.46,1921.01,243989,3476993,437,0.25,2.5,9,2013
"1169",1169,2013-09-03,1933.74,8.93,0.46,1934.24,1940.99,1928.09,300060,4078554,463,0.25,2.5,9,2013
"1170",1170,2013-09-04,1933.03,-0.71,-0.04,1929.6,1938.26,1921.93,284191,4100970,462,0.25,2.5,9,2013
"1171",1171,2013-09-05,1951.65,18.62,0.96,1943.66,1954.21,1937.82,286744,4491993,520,0.25,2.5,9,2013
"1172",1172,2013-09-06,1955.31,3.66,0.19,1954.11,1962.15,1949.01,324987,4313481,535,0.25,2.5,9,2013
"1173",1173,2013-09-09,1974.67,19.36,0.99,1964.09,1974.67,1962.62,270737,4513740,645,0.25,2.5,9,2013
"1174",1174,2013-09-10,1994.06,19.39,0.98,1978.08,1994.06,1974.59,264328,5438042,744,0.25,2.5,9,2013
"1175",1175,2013-09-11,2003.85,9.79,0.49,1995.96,2003.85,1987.4,299412,4630469,792,0.25,2.5,9,2013
"1176",1176,2013-09-12,2004.06,0.21,0.01,2004.67,2017.48,1995.16,359256,6694453,796,0.25,2.5,9,2013
"1177",1177,2013-09-13,1994.32,-9.74,-0.49,1994.95,2004.87,1992.26,253920,4018597,748,0.25,2.5,9,2013
"1178",1178,2013-09-16,2013.37,19.05,0.96,2011.69,2018.02,2004.45,248501,4123681,845,0.25,2.5,9,2013
"1179",1179,2013-09-17,2005.58,-7.79,-0.39,2009.31,2009.31,1994.31,264662,4325668,806,0.25,2.5,9,2013
"1180",1180,2013-09-23,2009.41,3.83,0.19,2000.72,2015.18,1994.77,249540,5091612,823,0.25,2.5,9,2013
"1181",1181,2013-09-24,2007.1,-2.31,-0.11,2001.51,2011.11,1990.36,309360,4253699,813,0.25,2.5,9,2013
"1182",1182,2013-09-25,1998.06,-9.04,-0.45,2004.53,2006.88,1988.87,294753,4393043,768,0.25,2.5,9,2013
"1183",1183,2013-09-26,2007.32,9.26,0.46,1992.1,2007.32,1991.1,255553,3998832,815,0.25,2.5,9,2013
"1184",1184,2013-09-27,2011.8,4.48,0.22,2012.26,2016.34,2008.25,282342,4167116,832,0.25,2.5,9,2013
"1185",1185,2013-09-30,1996.96,-14.84,-0.74,2002.02,2005.41,1994.22,292784,4187246,761,0.25,2.5,9,2013
"1186",1186,2013-10-01,1998.87,1.91,0.1,1997.62,2012.52,1991.22,281273,3901939,770,0.25,2.5,10,2013
"1187",1187,2013-10-02,1999.47,0.6,0.03,2012.07,2012.82,1999.02,238252,4378234,776,0.25,2.5,10,2013
"1188",1188,2013-10-04,1996.98,-2.49,-0.12,1999.92,2004.65,1985.63,241066,4325025,767,0.25,2.5,10,2013
"1189",1189,2013-10-07,1994.42,-2.56,-0.13,1997.17,2002.61,1991.02,249767,3435894,759,0.25,2.5,10,2013
"1190",1190,2013-10-08,2002.76,8.34,0.42,1987.97,2002.78,1981.21,329570,4244447,798,0.25,2.5,10,2013
"1191",1191,2013-10-10,2001.4,-1.36,-0.07,2000.91,2010,1997.66,222678,3994657,794,0.25,2.5,10,2013
"1192",1192,2013-10-11,2024.9,23.5,1.17,2018.01,2028.11,2012.66,254286,4723740,885,0.25,2.5,10,2013
"1193",1193,2013-10-14,2020.27,-4.63,-0.23,2026.07,2026.79,2019.65,220739,3629371,872,0.25,2.5,10,2013
"1194",1194,2013-10-15,2040.96,20.69,1.02,2034.69,2045.5,2033.84,233625,4089309,961,0.25,2.5,10,2013
"1195",1195,2013-10-16,2034.61,-6.35,-0.31,2040.03,2049.5,2033.75,267494,4500343,931,0.25,2.5,10,2013
"1196",1196,2013-10-17,2040.61,6,0.29,2051.19,2052.44,2035.96,306925,4897614,958,0.25,2.5,10,2013
"1197",1197,2013-10-18,2052.4,11.79,0.58,2046.56,2052.4,2041.36,257592,4489538,1008,0.25,2.5,10,2013
"1198",1198,2013-10-21,2053.01,0.61,0.03,2054.16,2060.18,2047.83,281928,4150876,1015,0.25,2.5,10,2013
"1199",1199,2013-10-22,2056.12,3.11,0.15,2051.01,2056.12,2045.45,378783,4804581,1025,0.25,2.5,10,2013
"1200",1200,2013-10-23,2035.75,-20.37,-0.99,2062.81,2063.28,2035.75,367991,5363363,938,0.25,2.5,10,2013
"1201",1201,2013-10-24,2046.69,10.94,0.54,2034.96,2046.69,2027.93,254851,3815456,982,0.25,2.5,10,2013
"1202",1202,2013-10-25,2034.39,-12.3,-0.6,2047.46,2047.46,2023.82,234838,4032298,929,0.25,2.5,10,2013
"1203",1203,2013-10-28,2048.14,13.75,0.68,2037.28,2048.14,2030.9,257528,3938574,991,0.25,2.5,10,2013
"1204",1204,2013-10-29,2051.76,3.62,0.18,2046.67,2053.78,2039.46,307654,3634698,1016,0.25,2.5,10,2013
"1205",1205,2013-10-30,2059.58,7.82,0.38,2055,2059.58,2043.93,263429,4219985,1064,0.25,2.5,10,2013
"1206",1206,2013-10-31,2030.09,-29.49,-1.43,2050.96,2055.59,2030.09,254504,4547712,951,0.25,2.5,10,2013
"1207",1207,2013-11-01,2039.42,9.33,0.46,2037.25,2041.23,2030.57,294190,3657015,989,0.25,2.5,11,2013
"1208",1208,2013-11-04,2025.17,-14.25,-0.7,2035.08,2035.84,2022.91,235243,3529048,932,0.25,2.5,11,2013
"1209",1209,2013-11-05,2013.93,-11.24,-0.56,2027.62,2029.6,2010.2,257824,3560407,878,0.25,2.5,11,2013
"1210",1210,2013-11-06,2013.67,-0.26,-0.01,2015.32,2023.52,2011.41,273687,3985662,882,0.25,2.5,11,2013
"1211",1211,2013-11-07,2004.04,-9.63,-0.48,2014.85,2017.55,2000.6,310947,3714066,854,0.25,2.5,11,2013
"1212",1212,2013-11-08,1984.87,-19.17,-0.96,1987.21,1998.59,1984.86,287309,4559408,765,0.25,2.5,11,2013
"1213",1213,2013-11-11,1977.3,-7.57,-0.38,1995.86,1995.86,1973.05,286217,3410526,731,0.25,2.5,11,2013
"1214",1214,2013-11-12,1995.48,18.18,0.92,1983.94,2000.41,1983.89,247355,3247241,827,0.25,2.5,11,2013
"1215",1215,2013-11-13,1963.56,-31.92,-1.6,1993.16,1993.16,1963.56,251537,3512885,658,0.25,2.5,11,2013
"1216",1216,2013-11-14,1967.56,4,0.2,1980.2,1981.89,1963.42,323107,3810480,687,0.25,2.5,11,2013
"1217",1217,2013-11-15,2005.64,38.08,1.94,1980.99,2006.31,1980.99,264691,3714811,865,0.25,2.5,11,2013
"1218",1218,2013-11-18,2010.81,5.17,0.26,2014.24,2018.17,2009.76,313967,3090012,881,0.25,2.5,11,2013
"1219",1219,2013-11-19,2031.64,20.83,1.04,2009.95,2033.91,2009.47,402796,4303735,976,0.25,2.5,11,2013
"1220",1220,2013-11-20,2017.24,-14.4,-0.71,2028.34,2029.61,2010.74,334803,4465360,901,0.25,2.5,11,2013
"1221",1221,2013-11-21,1993.78,-23.46,-1.16,2013.71,2013.71,1985.65,292666,3323343,818,0.25,2.5,11,2013
"1222",1222,2013-11-22,2006.23,12.45,0.62,2002.15,2011.2,1992.48,350985,3543776,866,0.25,2.5,11,2013
"1223",1223,2013-11-25,2015.98,9.75,0.49,2020,2031.11,2015.98,295512,3117501,895,0.25,2.5,11,2013
"1224",1224,2013-11-26,2022.64,6.66,0.33,2008.19,2022.66,1998.9,275309,3474546,924,0.25,2.5,11,2013
"1225",1225,2013-11-27,2028.81,6.17,0.31,2016.28,2028.81,2010.84,284075,4006049,953,0.25,2.5,11,2013
"1226",1226,2013-11-28,2045.77,16.96,0.84,2039.73,2047.66,2037.73,276271,4118739,1030,0.25,2.5,11,2013
"1227",1227,2013-11-29,2044.87,-0.9,-0.04,2044.85,2050.7,2038.46,245371,3429544,1027,0.25,2.5,11,2013
"1228",1228,2013-12-02,2030.78,-14.09,-0.69,2050.45,2052.88,2029.1,229692,3273687,966,0.25,2.5,12,2013
"1229",1229,2013-12-03,2009.36,-21.42,-1.05,2023.62,2028.07,2008.55,294947,3753760,875,0.25,2.5,12,2013
"1230",1230,2013-12-04,1986.8,-22.56,-1.12,1998.69,2006.71,1986.8,230327,3645118,781,0.25,2.5,12,2013
"1231",1231,2013-12-05,1984.77,-2.03,-0.1,1993.73,1994.32,1971.44,217668,3420746,775,0.25,2.5,12,2013
"1232",1232,2013-12-06,1980.41,-4.36,-0.22,1982.99,1990.55,1980.4,201897,3329453,750,0.25,2.5,12,2013
"1233",1233,2013-12-09,2000.38,19.97,1.01,2000.52,2003.97,1997.58,230269,3066473,843,0.25,2.5,12,2013
"1234",1234,2013-12-10,1993.45,-6.93,-0.35,2000.03,2001.33,1989.41,200955,3073437,817,0.25,2.5,12,2013
"1235",1235,2013-12-11,1977.97,-15.48,-0.78,1987.22,2000.15,1972.87,231374,3519643,746,0.25,2.5,12,2013
"1236",1236,2013-12-12,1967.93,-10.04,-0.51,1966.44,1970.51,1958.99,255084,4082828,710,0.25,2.5,12,2013
"1237",1237,2013-12-13,1962.91,-5.02,-0.26,1963.04,1963.81,1947.44,234102,3788319,682,0.25,2.5,12,2013
"1238",1238,2013-12-16,1961.15,-1.76,-0.09,1960.6,1970.25,1956.63,213506,2987690,674,0.25,2.5,12,2013
"1239",1239,2013-12-17,1965.74,4.59,0.23,1977.94,1979.62,1962.22,253888,3811258,697,0.25,2.5,12,2013
"1240",1240,2013-12-18,1974.63,8.89,0.45,1971.85,1982.42,1966.18,258664,3877244,735,0.25,2.5,12,2013
"1241",1241,2013-12-19,1975.65,1.02,0.05,1996.79,1997.02,1969.95,255817,3869648,745,0.25,2.5,12,2013
"1242",1242,2013-12-20,1983.35,7.7,0.39,1973.12,1984.44,1972.59,247065,3266872,782,0.25,2.5,12,2013
"1243",1243,2013-12-23,1996.89,13.54,0.68,1993.45,2000.07,1989,222998,3233607,846,0.25,2.5,12,2013
"1244",1244,2013-12-24,2001.59,4.7,0.24,2000.24,2007.34,1994.34,214694,3263759,862,0.25,2.5,12,2013
"1245",1245,2013-12-26,1999.3,-2.29,-0.11,2004.25,2009.96,1997.34,230531,3269851,852,0.25,2.5,12,2013
"1246",1246,2013-12-27,2002.28,2.98,0.15,1994.05,2004.55,1987.58,207767,2953686,863,0.25,2.5,12,2013
"1247",1247,2013-12-30,2011.34,9.06,0.45,2004.32,2011.34,1998.61,172231,3261548,887,0.25,2.5,12,2013
"1248",1248,2014-01-02,1967.19,-44.15,-2.2,2013.11,2013.89,1967.19,207770,4309772,694,0.25,2.5,1,2014
"1249",1249,2014-01-03,1946.14,-21.05,-1.07,1963.72,1964.63,1936.15,188529,3997968,559,0.25,2.5,1,2014
"1250",1250,2014-01-06,1953.28,7.14,0.37,1947.62,1961.85,1943.74,193630,3647066,612,0.25,2.5,1,2014
"1251",1251,2014-01-07,1959.44,6.16,0.32,1947.65,1965.74,1947.08,193027,3686916,641,0.25,2.5,1,2014
"1252",1252,2014-01-08,1958.96,-0.48,-0.02,1965.5,1966.95,1950.02,217070,4362641,648,0.25,2.5,1,2014
"1253",1253,2014-01-09,1946.11,-12.85,-0.66,1962.3,1964.59,1946.11,276402,4700223,571,0.25,2.5,1,2014
"1254",1254,2014-01-10,1938.54,-7.57,-0.39,1949.53,1956.97,1931.16,262993,4501003,526,0.25,2.5,1,2014
"1255",1255,2014-01-13,1948.92,10.38,0.54,1947.38,1954.07,1942.83,267942,3356428,578,0.25,2.5,1,2014
"1256",1256,2014-01-14,1946.07,-2.85,-0.15,1942.79,1961.73,1939.31,244063,3521774,562,0.25,2.5,1,2014
"1257",1257,2014-01-15,1953.28,7.21,0.37,1956.43,1956.84,1945.87,250867,3831057,601,0.25,2.5,1,2014
"1258",1258,2014-01-16,1957.32,4.04,0.21,1957.91,1965.27,1955.79,379567,3481407,620,0.25,2.5,1,2014
"1259",1259,2014-01-17,1944.48,-12.84,-0.66,1958.5,1962.64,1943.13,260911,3334538,544,0.25,2.5,1,2014
"1260",1260,2014-01-20,1953.78,9.3,0.48,1945.99,1955.28,1934.38,279527,2870463,602,0.25,2.5,1,2014
"1261",1261,2014-01-21,1963.89,10.11,0.52,1955.26,1965.43,1949.56,289327,3344664,669,0.25,2.5,1,2014
"1262",1262,2014-01-22,1970.42,6.53,0.33,1960.46,1970.42,1959.57,243857,3534708,706,0.25,2.5,1,2014
"1263",1263,2014-01-23,1947.59,-22.83,-1.16,1968.77,1969.04,1947.01,229385,3510341,567,0.25,2.5,1,2014
